"date","tool_slug","change_type","description","description_zh","source_url"
"2026-07-08","notebooklm","product_change","NotebookLM data reviewed from official source pages","NotebookLM 数据已根据官方来源页面复核","https://notebooklm.google/"
"2026-07-08","openvoiceos","product_change","OpenVoiceOS data reviewed from official source pages","OpenVoiceOS 数据已根据官方来源页面复核","https://github.com/OpenVoiceOS"
"2026-07-08","optimizerai","product_change","OptimizerAI data reviewed from official source pages","OptimizerAI 数据已根据官方来源页面复核","https://optimizerai.xyz/"
"2026-07-08","pipecat","product_change","Pipecat data reviewed from official source pages","Pipecat 数据已根据官方来源页面复核","https://github.com/pipecat-ai/pipecat"
"2026-07-08","podcastle","product_change","Podcastle data reviewed from official source pages","Podcastle 数据已根据官方来源页面复核","https://podcastle.ai/pricing"
"2026-07-08","rasa","product_change","Rasa data reviewed from official source pages","Rasa 数据已根据官方来源页面复核","https://opensource.rasa.com/"
"2026-07-08","rask-ai","product_change","Rask AI data reviewed from official source pages","Rask AI 数据已根据官方来源页面复核","https://www.rask.ai/pricing"
"2026-07-08","resemble-ai","product_change","Resemble AI data reviewed from official source pages","Resemble AI 数据已根据官方来源页面复核","https://www.resemble.ai/pricing"
"2026-07-08","retell-ai","product_change","Retell AI data reviewed from official source pages","Retell AI 数据已根据官方来源页面复核","https://www.retellai.com/pricing"
"2026-07-08","riverside","product_change","Riverside data reviewed from official source pages","Riverside 数据已根据官方来源页面复核","https://riverside.com/pricing"
"2026-07-08","rws-ai-dubbing","product_change","RWS AI Dubbing data reviewed from official source pages","RWS AI Dubbing 数据已根据官方来源页面复核","https://www.rws.com/localization/services/translation-services/video-and-audio-translation/ai-dubbing-and-vo/"
"2026-07-08","silero-vad","product_change","Silero VAD data reviewed from official source pages","Silero VAD 数据已根据官方来源页面复核","https://github.com/snakers4/silero-vad"
"2026-07-08","so-vits-svc","product_change","so-vits-svc data reviewed from official source pages","so-vits-svc 数据已根据官方来源页面复核","https://github.com/svc-develop-team/so-vits-svc"
"2026-07-08","speechbrain","product_change","SpeechBrain data reviewed from official source pages","SpeechBrain 数据已根据官方来源页面复核","https://github.com/speechbrain/speechbrain"
"2026-07-08","stable-audio-open","product_change","Stable Audio Open data reviewed from official source pages","Stable Audio Open 数据已根据官方来源页面复核","https://stability.ai/news/introducing-stable-audio-open"
"2026-07-08","subtitle-edit","product_change","Subtitle Edit data reviewed from official source pages","Subtitle Edit 数据已根据官方来源页面复核","https://github.com/SubtitleEdit/subtitleedit"
"2026-07-08","suno","product_change","Suno data reviewed from official source pages","Suno 数据已根据官方来源页面复核","https://suno.com/pricing"
"2026-07-08","ten-framework","product_change","TEN Framework data reviewed from official source pages","TEN Framework 数据已根据官方来源页面复核","https://github.com/TEN-framework/ten-framework"
"2026-07-08","twilio-voice","product_change","Twilio Voice data reviewed from official source pages","Twilio Voice 数据已根据官方来源页面复核","https://www.twilio.com/en-us/voice/pricing"
"2026-07-08","udio","product_change","Udio data reviewed from official source pages","Udio 数据已根据官方来源页面复核","https://www.udio.com/pricing"
"2026-07-08","vapi","product_change","Vapi data reviewed from official source pages","Vapi 数据已根据官方来源页面复核","https://vapi.ai/pricing"
"2026-07-08","vibevoice","product_change","VibeVoice data reviewed from official source pages","VibeVoice 数据已根据官方来源页面复核","https://github.com/microsoft/VibeVoice"
"2026-07-08","vocode","product_change","Vocode data reviewed from official source pages","Vocode 数据已根据官方来源页面复核","https://github.com/vocodedev/vocode-python"
"2026-07-08","voice-ai","product_change","Voice.ai data reviewed from official source pages","Voice.ai 数据已根据官方来源页面复核","https://voice.ai/pricing"
"2026-07-08","voicebox","product_change","Voicebox data reviewed from official source pages","Voicebox 数据已根据官方来源页面复核","https://github.com/jamiepine/voicebox"
"2026-07-08","voicemod","product_change","Voicemod data reviewed from official source pages","Voicemod 数据已根据官方来源页面复核","https://www.voicemod.net/"
"2026-07-08","w-okada-voice-changer","product_change","W-Okada Voice Changer data reviewed from official source pages","W-Okada Voice Changer 数据已根据官方来源页面复核","https://github.com/w-okada/voice-changer"
"2026-07-08","wellsaid","product_change","WellSaid data reviewed from official source pages","WellSaid 数据已根据官方来源页面复核","https://www.wellsaid.io/ai-voice-pricing"
"2026-07-08","whisperx","product_change","WhisperX data reviewed from official source pages","WhisperX 数据已根据官方来源页面复核","https://github.com/m-bain/whisperX"
"2026-07-08","youtube-auto-dubbing","product_change","YouTube Auto Dubbing data reviewed from official source pages","YouTube Auto Dubbing 数据已根据官方来源页面复核","https://support.google.com/youtube/answer/15569972"
"2026-07-22","ace-step-ui","product_change","ACE-Step UI data reviewed from official source pages","ACE-Step UI 数据已根据官方来源页面复核","https://github.com/fspecii/ace-step-ui"
"2026-07-22","adobe-podcast","product_change","Adobe Podcast data reviewed from official source pages","Adobe Podcast 数据已根据官方来源页面复核","https://podcast.adobe.com/en/plans"
"2026-07-22","agora","product_change","Agora data reviewed from official source pages","Agora 数据已根据官方来源页面复核","https://www.agora.io/en/pricing/"
"2026-07-22","assemblyai","product_change","AssemblyAI data reviewed from official source pages","AssemblyAI 数据已根据官方来源页面复核","https://www.assemblyai.com/pricing"
"2026-07-22","audacity","product_change","Audacity data reviewed from official source pages","Audacity 数据已根据官方来源页面复核","https://www.audacityteam.org/"
"2026-07-22","audiocraft","product_change","AudioCraft data reviewed from official source pages","AudioCraft 数据已根据官方来源页面复核","https://github.com/facebookresearch/audiocraft"
"2026-07-22","auphonic","product_change","Auphonic data reviewed from official source pages","Auphonic 数据已根据官方来源页面复核","https://auphonic.com/pricing"
"2026-07-22","bland-ai","product_change","Bland AI data reviewed from official source pages","Bland AI 数据已根据官方来源页面复核","https://www.bland.ai/pricing"
"2026-07-22","botpress","product_change","Botpress data reviewed from official source pages","Botpress 数据已根据官方来源页面复核","https://www.botpress.com/en/pricing"
"2026-07-22","cartesia","product_change","Cartesia data reviewed from official source pages","Cartesia 数据已根据官方来源页面复核","https://cartesia.ai/pricing"
"2026-07-22","chatterbox","product_change","Chatterbox data reviewed from official source pages","Chatterbox 数据已根据官方来源页面复核","https://github.com/resemble-ai/chatterbox"
"2026-07-22","cleanvoice-ai","product_change","Cleanvoice AI data reviewed from official source pages","Cleanvoice AI 数据已根据官方来源页面复核","https://cleanvoice.ai/pricing"
"2026-07-22","daily","product_change","Daily data reviewed from official source pages","Daily 数据已根据官方来源页面复核","https://www.daily.co/pricing/"
"2026-07-22","deepgram","product_change","Deepgram data reviewed from official source pages","Deepgram 数据已根据官方来源页面复核","https://deepgram.com/pricing"
"2026-07-22","descript","product_change","Descript data reviewed from official source pages","Descript 数据已根据官方来源页面复核","https://www.descript.com/price"
"2026-07-22","elevenlabs","product_change","ElevenLabs data reviewed from official source pages","ElevenLabs 数据已根据官方来源页面复核","https://elevenlabs.io/pricing"
"2026-07-22","f5-tts","product_change","F5-TTS data reviewed from official source pages","F5-TTS 数据已根据官方来源页面复核","https://github.com/SWivid/F5-TTS"
"2026-07-22","faster-whisper","product_change","faster-whisper data reviewed from official source pages","faster-whisper 数据已根据官方来源页面复核","https://github.com/SYSTRAN/faster-whisper"
"2026-07-22","finevoice","product_change","FineVoice data reviewed from official source pages","FineVoice 数据已根据官方来源页面复核","https://finevoice.ai/pricing"
"2026-07-22","gladia","product_change","Gladia data reviewed from official source pages","Gladia 数据已根据官方来源页面复核","https://www.gladia.io/pricing"
"2026-07-22","heygen","product_change","HeyGen data reviewed from official source pages","HeyGen 数据已根据官方来源页面复核","https://heygen.com/pricing"
"2026-07-22","janus-gateway","product_change","Janus Gateway data reviewed from official source pages","Janus Gateway 数据已根据官方来源页面复核","https://github.com/meetecho/janus-gateway"
"2026-07-22","kits-ai","product_change","Kits AI data reviewed from official source pages","Kits AI 数据已根据官方来源页面复核","https://www.kits.ai/pricing"
"2026-07-22","krisp","product_change","Krisp data reviewed from official source pages","Krisp 数据已根据官方来源页面复核","https://krisp.ai/pricing/"
"2026-07-22","langgraph","product_change","LangGraph data reviewed from official source pages","LangGraph 数据已根据官方来源页面复核","https://github.com/langchain-ai/langgraph"
"2026-07-22","livekit","product_change","LiveKit data reviewed from official source pages","LiveKit 数据已根据官方来源页面复核","https://livekit.io/pricing"
"2026-07-22","mediasoup","product_change","mediasoup data reviewed from official source pages","mediasoup 数据已根据官方来源页面复核","https://github.com/versatica/mediasoup"
"2026-07-22","murf","product_change","Murf AI data reviewed from official source pages","Murf AI 数据已根据官方来源页面复核","https://murf.ai/pricing"
"2026-07-22","notebooklm","product_change","NotebookLM data reviewed from official source pages","NotebookLM 数据已根据官方来源页面复核","https://notebooklm.google/"
"2026-07-22","openvoiceos","product_change","OpenVoiceOS data reviewed from official source pages","OpenVoiceOS 数据已根据官方来源页面复核","https://github.com/OpenVoiceOS"
"2026-07-22","optimizerai","product_change","OptimizerAI data reviewed from official source pages","OptimizerAI 数据已根据官方来源页面复核","https://optimizerai.xyz/"
"2026-07-22","pipecat","product_change","Pipecat data reviewed from official source pages","Pipecat 数据已根据官方来源页面复核","https://github.com/pipecat-ai/pipecat"
"2026-07-22","podcastle","product_change","Podcastle data reviewed from official source pages","Podcastle 数据已根据官方来源页面复核","https://podcastle.ai/pricing"
"2026-07-22","rasa","product_change","Rasa data reviewed from official source pages","Rasa 数据已根据官方来源页面复核","https://opensource.rasa.com/"
"2026-07-22","rask-ai","product_change","Rask AI data reviewed from official source pages","Rask AI 数据已根据官方来源页面复核","https://www.rask.ai/pricing"
"2026-07-22","resemble-ai","product_change","Resemble AI data reviewed from official source pages","Resemble AI 数据已根据官方来源页面复核","https://www.resemble.ai/pricing"
"2026-07-22","retell-ai","product_change","Retell AI data reviewed from official source pages","Retell AI 数据已根据官方来源页面复核","https://www.retellai.com/pricing"
"2026-07-22","riverside","product_change","Riverside data reviewed from official source pages","Riverside 数据已根据官方来源页面复核","https://riverside.com/pricing"
"2026-07-22","rws-ai-dubbing","product_change","RWS AI Dubbing data reviewed from official source pages","RWS AI Dubbing 数据已根据官方来源页面复核","https://www.rws.com/localization/services/translation-services/video-and-audio-translation/ai-dubbing-and-vo/"
"2026-07-22","silero-vad","product_change","Silero VAD data reviewed from official source pages","Silero VAD 数据已根据官方来源页面复核","https://github.com/snakers4/silero-vad"
"2026-07-22","so-vits-svc","product_change","so-vits-svc data reviewed from official source pages","so-vits-svc 数据已根据官方来源页面复核","https://github.com/svc-develop-team/so-vits-svc"
"2026-07-22","speechbrain","product_change","SpeechBrain data reviewed from official source pages","SpeechBrain 数据已根据官方来源页面复核","https://github.com/speechbrain/speechbrain"
"2026-07-22","stable-audio-open","product_change","Stable Audio Open data reviewed from official source pages","Stable Audio Open 数据已根据官方来源页面复核","https://stability.ai/news/introducing-stable-audio-open"
"2026-07-22","subtitle-edit","product_change","Subtitle Edit data reviewed from official source pages","Subtitle Edit 数据已根据官方来源页面复核","https://github.com/SubtitleEdit/subtitleedit"
"2026-07-22","suno","product_change","Suno data reviewed from official source pages","Suno 数据已根据官方来源页面复核","https://suno.com/pricing"
"2026-07-22","ten-framework","product_change","TEN Framework data reviewed from official source pages","TEN Framework 数据已根据官方来源页面复核","https://github.com/TEN-framework/ten-framework"
"2026-07-22","twilio-voice","product_change","Twilio Voice data reviewed from official source pages","Twilio Voice 数据已根据官方来源页面复核","https://www.twilio.com/en-us/voice/pricing"
"2026-07-22","udio","product_change","Udio data reviewed from official source pages","Udio 数据已根据官方来源页面复核","https://www.udio.com/pricing"
"2026-07-22","vapi","product_change","Vapi data reviewed from official source pages","Vapi 数据已根据官方来源页面复核","https://vapi.ai/pricing"
"2026-07-22","vibevoice","product_change","VibeVoice data reviewed from official source pages","VibeVoice 数据已根据官方来源页面复核","https://github.com/microsoft/VibeVoice"
"2026-07-22","vocode","product_change","Vocode data reviewed from official source pages","Vocode 数据已根据官方来源页面复核","https://github.com/vocodedev/vocode-python"
"2026-07-22","voice-ai","product_change","Voice.ai data reviewed from official source pages","Voice.ai 数据已根据官方来源页面复核","https://voice.ai/pricing"
"2026-07-22","voicebox","product_change","Voicebox data reviewed from official source pages","Voicebox 数据已根据官方来源页面复核","https://github.com/jamiepine/voicebox"
"2026-07-22","voicemod","product_change","Voicemod data reviewed from official source pages","Voicemod 数据已根据官方来源页面复核","https://www.voicemod.net/"
"2026-07-22","w-okada-voice-changer","product_change","W-Okada Voice Changer data reviewed from official source pages","W-Okada Voice Changer 数据已根据官方来源页面复核","https://github.com/w-okada/voice-changer"
"2026-07-22","wellsaid","product_change","WellSaid data reviewed from official source pages","WellSaid 数据已根据官方来源页面复核","https://www.wellsaid.io/ai-voice-pricing"
"2026-07-22","whisperx","product_change","WhisperX data reviewed from official source pages","WhisperX 数据已根据官方来源页面复核","https://github.com/m-bain/whisperX"
"2026-07-22","youtube-auto-dubbing","product_change","YouTube Auto Dubbing data reviewed from official source pages","YouTube Auto Dubbing 数据已根据官方来源页面复核","https://support.google.com/youtube/answer/15569972"
